wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,defects
4,2,0,6,16,4,1,5,3,0.666666667,50,1,0,0.857142857,0.466666667,0,0,11.25,1,0.25,1
2,1,0,0,5,1,0,0,1,2,15,0,0,0,0.5,0,0,6,1,0.5,0
0,1,0,43,0,0,42,1,0,2,0,0,0,0,0,0,0,0,0,0,0
12,3,0,8,19,60,1,8,9,0.363636364,101,1,0,0.620689655,0.354166667,1,1,7.333333333,3,1.1667,0
2,6,0,2,7,0,1,1,2,0,25,1,0,0.944444444,0.666666667,0,0,11,1,0.5,0
6,2,2,12,19,5,5,7,4,0.4,89,1,1,0.722222222,0.366666667,0,0,13.5,2,1.1667,0
9,1,0,8,22,0,2,6,8,0.46875,149,1,0,0,0.333333333,0,0,15.11111111,3,1,1
14,3,0,6,29,35,1,6,13,0.153846154,132,1,0,0.744680851,0.339285714,2,7,8.357142857,2,1.1429,0
12,4,0,12,29,52,4,9,12,0.818181818,115,1,1,0.946107784,0.214285714,2,3,8.333333333,2,0.8333,3
22,2,13,20,38,181,15,5,17,0.714285714,196,1,0,0.4,0.272727273,1,2,7.818181818,3,1.4545,1
5,3,0,4,10,10,1,4,3,2,31,0,0,0.846153846,0.466666667,1,1,5.2,1,0.8,0
5,3,0,7,16,4,1,7,4,0.5,57,1,1,0.833333333,0.533333333,0,0,10.2,1,0.8,0
4,4,0,9,12,6,4,6,4,2,47,0,0,0.928571429,0.416666667,0,0,10.75,4,1.25,3
3,5,0,5,12,1,1,4,3,0,38,1,0,0.95,0.666666667,0,0,11.33333333,1,0.3333,0
4,1,0,1,8,6,0,1,4,2,36,0,0,0,0.875,0,0,8,2,1,0
7,3,0,8,13,19,2,7,5,0.5,59,1,0,0.871794872,0.464285714,1,1,7.285714286,2,0.8571,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,3,0,6,8,0,0,6,3,0.333333333,27,1,0,0.925,0.625,0,0,5.5,1,0.75,0
9,3,0,9,43,4,1,9,2,0.803571429,218,1,1,0.75862069,0.325,2,2,22.44444444,1,0.7778,0
14,1,0,12,35,89,1,12,13,0.076923077,134,1,2,0,0.205357143,0,0,8.428571429,4,1.1429,0
37,2,1,34,97,562,2,32,32,0.918209877,628,1,3,0.054054054,0.108974359,0,0,15.48648649,5,1.2432,0
5,3,0,11,31,4,1,10,3,0.916666667,125,0.333333333,1,0.884615385,0.377777778,1,2,23.4,3,1,1
3,5,0,2,6,3,1,1,3,1.5,17,1,0,1,0.777777778,0,0,4.333333333,0,0,0
10,1,0,0,22,45,0,0,9,2,66,0,0,0,0.25,0,0,5.6,2,1,0
7,4,0,2,13,0,1,1,7,0.583333333,108,1,1,0.85,0.571428571,0,0,14.14285714,3,2,0
3,1,0,3,9,0,1,2,3,0,31,1,0,0,0.5,0,0,9,1,0.6667,0
2,1,0,4,4,1,2,2,2,2,8,0,0,0,0.75,0,0,3,1,0.5,0
21,2,1,15,52,142,1,14,12,0.828571429,292,1,1,0.333333333,0.2,1,2,12.57142857,3,1,0
2,1,0,4,4,1,1,3,2,2,9,0,0,0,1,0,0,3.5,1,0.5,0
12,4,0,14,24,52,7,7,10,0.818181818,91,1,1,0.932926829,0.226190476,1,5,6.333333333,2,1.0833,3
6,2,0,4,15,7,0,4,4,0.3,71,1,0,0.764705882,0.375,1,1,10.5,2,1,0
1,1,0,7,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,0,2,0,0,0,0,2,12,0,0,0,1,0,0,3,0,0,0
24,3,0,18,56,210,5,15,20,0.713043478,280,1,2,0.872093023,0.244047619,1,2,10.45833333,4,1.0417,3
8,3,0,12,29,0,1,12,5,0.642857143,107,1,1,0.769230769,0.314285714,1,1,11.875,2,0.875,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,3,4,11,11,10,4,7,1,2,33,0,0,0.964285714,0.44,0,0,5.6,1,0.2,0
6,3,0,7,34,15,1,7,2,2,137,0,0,0.8,0.416666667,0,0,21.83333333,2,1,0
7,1,0,3,12,9,1,2,7,0,59,1,1,0,0.5,0,0,7.285714286,1,0.8571,0
5,1,0,19,54,4,1,18,3,0.25,274,1,0,0.5,0.5,0,0,53.6,1,0.6,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,3,0,18,37,1,2,18,3,0,157,1,0,0.909090909,0.583333333,0,0,50.66666667,5,2,0
7,1,0,5,9,21,0,5,6,2,44,0,0,0,0.857142857,0,0,5.285714286,1,0.8571,0
5,3,0,6,9,8,1,6,4,0.75,36,1,0,0.894736842,0.4,1,1,6,1,0.8,0
4,2,0,3,7,4,2,1,2,0.962962963,111,0.111111111,9,0.857142857,0.444444444,1,1,24.5,1,0.5,0
26,1,0,16,53,235,3,15,24,0.915,182,1,1,0,0.158119658,0,0,5.692307692,2,1,0
47,2,1,20,75,999,7,16,39,0.691304348,529,1,3,0.224137931,0.232269504,1,1,10.14893617,7,1.2128,4
5,3,0,4,10,8,1,4,4,0.5,36,1,0,0.918918919,0.36,1,2,6,1,0.6,0
3,5,0,4,10,0,1,3,3,0.5,34,1,1,0.894736842,0.555555556,0,0,9.666666667,1,0.6667,0
10,1,2,10,26,39,4,8,8,0.555555556,108,1,0,0,0.257142857,0,0,9.7,2,1,1
7,1,0,2,12,9,2,0,7,0.333333333,47,1,0,0,0.476190476,0,0,5.428571429,1,0.7143,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
3,5,0,4,10,0,1,3,3,0.5,37,1,0,0.904761905,0.5,0,0,10.66666667,1,0.6667,0
5,2,1,5,8,8,3,2,4,0.75,29,1,0,0.769230769,0.583333333,0,0,4.6,1,0.6,0
2,6,0,4,10,0,0,4,2,0,27,1,0,0.947368421,0.666666667,0,0,12,1,0.5,0
26,2,0,17,54,289,1,16,25,0.875,279,1,2,0.305555556,0.136363636,0,0,9.423076923,3,1.1154,2
1,1,0,5,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,5,8,11,0,5,3,3,0,38,1,0,0,0.5,0,0,8.25,2,1,2
2,1,0,5,5,1,1,4,1,2,23,0,0,0,0.5,0,0,10.5,3,1.5,0
6,2,0,6,13,3,1,5,6,0.2,58,1,0,0.333333333,0.5,0,0,8.5,2,0.8333,0
2,1,0,4,9,1,0,4,1,2,68,0,0,0,0.5,0,0,33,8,4,0
7,0,2,11,31,21,2,9,1,1.166666667,163,1,0,0,0.6,0,0,22.14285714,5,2.4286,0
7,3,0,12,28,0,1,12,2,0.633333333,227,0.8,1,0.8,0.333333333,1,1,30.71428571,3,1,0
2,1,0,22,2,1,20,2,2,2,2,0,0,0,1,0,0,0,1,1,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
2,1,0,4,2,1,4,0,2,2,2,0,0,0,1,0,0,0,1,1,0
2,2,0,2,3,1,1,1,2,2,10,0,0,1,0.75,0,0,4,0,0,1
4,1,0,7,17,6,1,6,4,2,39,0,0,0,0.625,0,0,8.75,1,0.75,0
24,2,6,27,55,30,13,14,20,0.652173913,207,1,1,0.568627451,0.128472222,1,3,7.5,2,0.9583,7
3,3,0,8,9,0,2,8,2,0.5,44,1,3,0.909090909,0.4,0,0,12.66666667,2,1,0
47,1,0,7,81,829,5,3,45,0.939958592,700,0.857142857,0,0,0.183510638,0,0,13.44680851,9,1.4468,0
3,1,0,4,9,1,1,3,3,0,47,1,0,0,0.5,0,0,14.33333333,2,1,0
3,2,0,1,5,3,0,1,3,2,12,0,0,0.956521739,0.666666667,1,2,3,1,0.3333,0
20,1,0,18,86,188,14,4,12,0.894736842,739,1,0,0,0.276315789,0,0,35.9,11,2.5,1
2,5,0,4,7,0,2,2,2,0,25,1,1,0.944444444,0.666666667,0,0,11,1,0.5,0
1,1,0,8,1,0,6,2,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,5,1,0,3,2,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,7,1,0,6,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,3,0,4,2,0,1,3,1,2,9,0,0,1,1,0,0,7,0,0,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,34,1,0,34,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,3,0,3,2,0,3,0,1,2,5,0,0,1,1,0,0,4,0,0,0
1,1,0,7,1,0,6,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,7,1,0,5,2,1,2,1,0,0,0,1,0,0,0,1,1,0
1,3,0,3,2,0,1,2,1,2,8,0,0,1,1,0,0,6,0,0,0
1,3,0,4,2,0,1,3,1,2,11,0.5,0,1,1,0,0,8,0,0,0
1,1,0,8,1,0,6,2,1,2,1,0,0,0,1,0,0,0,1,1,0
1,5,0,3,2,0,2,1,1,2,5,0,0,1,1,0,0,4,0,0,0
1,1,0,5,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,0
1,2,0,14,2,0,13,1,1,2,4,0,0,1,1,0,0,3,0,0,0
1,1,0,7,1,0,5,2,1,2,1,0,0,0,1,0,0,0,1,1,0
1,3,0,5,2,0,1,4,1,2,9,0,0,1,1,0,0,7,0,0,0
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,9,1,0,8,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,10,1,0,8,2,1,2,1,0,0,0,1,0,0,0,1,1,0
2,2,0,2,4,1,1,1,2,2,11,0,0,0.666666667,0.666666667,1,1,4.5,1,0.5,0
2,1,0,6,21,1,3,3,1,2,144,0,0,0,0.5,0,0,71,10,5,0
2,1,0,4,3,1,4,1,1,1,8,0,1,0,1,0,0,2.5,1,0.5,0
2,2,2,4,5,0,2,2,1,0,19,1,1,0.923076923,0.625,0,0,8,1,0.5,0
2,1,0,3,16,1,2,1,1,2,98,0,0,0,0.5,0,0,48,7,3.5,0
2,1,0,30,65,0,1,29,2,0,412,1,3,0,0.571428571,0,0,203.5,1,0.5,0
2,4,0,2,18,0,1,1,2,0,99,1,0,0.983870968,0.666666667,1,1,47.5,3,1.5,0
2,1,0,15,34,0,1,14,2,0,326,1,2,0,0.6,0,0,161,13,6.5,0
2,2,0,3,3,0,1,2,2,1,14,0.5,1,0.923076923,0.75,0,0,5,1,0.5,0
2,5,3,6,5,1,3,3,2,2,12,0,0,0.994117647,1,1,1,5,1,0.5,0
2,3,0,3,5,0,1,2,1,0,15,1,0,1,1,0,0,6,0,0,0
2,3,0,6,7,1,2,4,2,2,18,0,0,0.9375,0.625,0,0,8,1,0.5,0
2,3,0,4,5,0,1,3,2,1,21,0.5,1,0.933333333,0.666666667,0,0,8.5,1,0.5,0
2,1,0,4,2,1,2,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0
2,1,0,3,2,1,3,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
2,2,0,4,4,1,1,3,1,2,8,0,0,0.666666667,0.75,1,1,3,1,0.5,0
2,1,0,4,2,1,4,0,2,2,2,0,0,0,0.666666667,0,0,0,1,1,0
2,1,0,9,2,1,7,3,2,2,4,0,0,0,0.625,0,0,0,1,1,0
2,2,0,1,4,1,0,1,2,2,10,0,0,0.666666667,0.666666667,1,1,4,1,0.5,0
2,1,0,34,2,1,33,1,2,2,7,0,0,0,0.75,0,0,0,1,1,0
2,3,0,4,4,0,1,3,2,1.6,30,0.4,0,0.941176471,0.6,0,0,11.5,1,0.5,0
2,2,0,6,13,1,1,6,2,2,46,0,0,0.857142857,0.666666667,0,0,22,5,2.5,0
2,1,0,24,2,1,24,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
2,1,0,6,2,1,4,2,2,2,2,0,0,0,1,0,0,0,1,1,0
2,1,0,16,2,1,14,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0
2,1,0,5,2,1,3,2,2,2,2,0,0,0,1,0,0,0,1,1,0
2,1,1,6,4,1,3,3,2,2,8,0,0,0,0.625,0,0,3,1,0.5,0
2,3,0,5,7,1,1,4,2,2,18,0,0,0.9375,0.625,0,0,8,1,0.5,0
2,3,0,4,14,0,1,3,2,1,54,0.5,1,0.928571429,0.625,0,0,25,1,0.5,0
2,2,0,5,4,1,2,3,1,2,8,0,0,0.666666667,0.75,1,1,3,1,0.5,0
2,1,0,3,6,0,1,2,2,0,26,1,0,0,0.666666667,0,0,11.5,2,1,0
2,4,0,5,4,0,3,2,2,0,14,1,1,0.944444444,0.75,0,0,5.5,1,0.5,0
2,1,0,19,2,1,19,0,2,2,2,0,0,0,1,0,0,0,1,1,0
2,2,0,8,3,0,5,3,2,0,14,1,1,0.8,0.625,0,0,5.5,1,0.5,0
2,2,0,4,4,1,2,2,2,2,10,0,0,0.857142857,0.666666667,0,0,4,1,0.5,0
2,3,0,3,5,0,1,2,1,0,15,1,0,1,1,0,0,6,0,0,0
2,1,0,2,8,1,2,0,1,2,49,0,0,0,0.5,0,0,23.5,4,2,0
2,1,0,12,2,1,11,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
3,1,2,7,8,3,7,0,3,2,34,0,0,0,0.777777778,0,0,10.33333333,1,0.6667,0
3,1,2,3,4,1,2,1,2,0,16,1,0,0,0.666666667,0,0,4,1,0.6667,0
3,1,0,9,23,0,1,8,2,0,125,1,2,0,0.444444444,0,0,39.66666667,1,0.6667,0
3,5,2,16,38,3,2,0,1,2,159,0,0,0.981132075,1,0,0,52,1,0.6667,0
3,2,0,4,19,0,1,3,3,0,57,1,0,0.75,0.5,0,0,17.66666667,2,1,0
3,1,0,2,6,1,2,0,1,0.5,21,1,0,0,0.5,0,0,5.666666667,2,0.6667,0
3,6,0,3,7,3,0,0,3,2,17,0,0,0.988950276,1,1,1,4.666666667,1,0.6667,0
3,1,0,8,20,1,2,6,3,0,155,1,0,0,0.444444444,0,0,50,4,2,0
3,3,0,5,9,0,1,4,3,0.833333333,40,0.666666667,2,0.875,0.5,0,0,11.33333333,1,0.6667,0
3,1,0,13,22,0,4,11,2,1,201,1,3,0,0.583333333,0,0,64,6,3.3333,0
3,1,0,8,4,0,8,0,3,0.5,20,1,0,0,0.666666667,0,0,5,1,0.6667,0
3,1,0,16,3,3,15,1,3,2,3,0,0,0,1,0,0,0,1,1,0
3,2,0,3,5,3,0,0,1,1,18,0,1,0.8,0.75,1,1,4.666666667,1,0.3333,0
3,1,0,2,4,1,2,0,3,0.5,14,1,0,0,0.666666667,0,0,3.333333333,1,0.6667,0
3,1,0,6,18,3,2,4,2,2,67,0,0,0,0.444444444,1,1,21.33333333,7,3,0
3,1,0,2,5,0,1,1,3,0,22,1,1,0,0.555555556,0,0,6,2,1,0
3,1,2,7,12,3,2,5,1,2,53,0,0,0,0.5,0,0,16.66666667,2,1,0
3,2,0,5,5,3,2,3,1,1,18,0,1,0.8,0.75,1,1,4.666666667,1,0.3333,0
3,1,0,11,3,3,8,3,3,2,3,0,0,0,1,0,0,0,1,1,0
3,2,1,4,5,3,3,1,3,2,18,0,0,0.875,0.555555556,1,1,5,1,0.3333,0
3,1,0,3,3,3,2,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
3,1,0,5,3,3,3,2,3,2,3,0,0,0,1,0,0,0,1,1,0
3,3,0,7,18,0,1,6,3,0.833333333,87,0.666666667,2,0.875,0.466666667,0,0,27,1,0.6667,0
3,3,0,7,12,0,1,6,3,0.833333333,64,0.666666667,1,0.875,0.444444444,0,0,19.33333333,1,0.6667,0
3,1,0,10,3,3,7,3,3,2,3,0,0,0,1,0,0,0,1,1,0
3,2,0,3,6,3,1,2,3,2,15,0,0,0.8,0.833333333,2,2,4,1,0.6667,0
3,2,0,4,23,3,1,3,0,1,95,0,1,0.933333333,1,2,2,30.33333333,3,1,0
3,2,3,6,11,1,3,3,2,0.5,33,1,1,0.857142857,0.666666667,0,0,9.666666667,1,0.6667,0
3,2,0,6,5,3,3,3,1,1,18,0,1,0.8,0.75,1,1,4.666666667,1,0.3333,0
3,1,0,20,3,3,19,2,3,2,3,0,0,0,0.583333333,0,0,0,1,1,0
3,2,2,5,10,0,2,3,2,0.5,39,1,2,0.857142857,0.466666667,0,0,11.33333333,1,0.6667,0
3,2,2,6,14,0,2,4,2,0.5,70,1,2,0.857142857,0.466666667,0,0,21.66666667,1,0.6667,0
3,2,0,3,5,3,1,2,3,2,12,0,0,0.666666667,0.777777778,0,0,3,1,0.6667,0
3,1,0,5,3,3,4,1,3,2,3,0,0,0,0.777777778,0,0,0,1,1,0
3,1,0,11,22,3,0,11,3,2,101,0,0,0,0.416666667,0,0,32.66666667,2,1.3333,0
3,1,0,11,38,1,1,10,3,0,215,1,0,0,0.416666667,0,0,70.33333333,4,1.6667,0
3,1,0,9,3,3,4,5,3,2,3,0,0,0,0.619047619,0,0,0,1,1,0
3,2,0,10,5,3,7,3,1,1,18,0,1,0.8,0.75,1,1,4.666666667,1,0.3333,0
3,1,0,15,3,3,14,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
4,2,0,5,6,4,1,4,2,0.666666667,21,1,1,0.5,0.5,0,0,4,1,0.5,0
4,1,0,9,4,6,9,0,4,2,4,0,0,0,0.666666667,0,0,0,1,1,0
4,3,0,6,10,4,1,5,1,0.666666667,27,1,1,0.714285714,0.5,1,1,5.5,1,0.5,0
4,1,0,5,22,6,3,2,3,2,100,0,0,0,0.416666667,0,0,24,3,2,0
4,1,0,2,6,6,1,1,3,1,23,0,1,0,0.666666667,0,0,4.5,2,0.75,0
4,2,0,4,13,0,1,0,3,0.333333333,41,1,1,0.8125,0.583333333,1,2,9,1,0.75,0
4,1,0,11,17,4,8,3,2,0.666666667,77,0,1,0,0.333333333,0,0,18,4,1.75,0
4,1,0,4,5,6,3,1,2,1,17,0,1,0,0.666666667,0,0,3,1,0.5,0
4,4,2,5,8,6,5,0,4,2,20,0,0,1,0.666666667,0,0,4,0,0,0
4,1,0,12,5,0,12,1,4,0.5,24,1,1,0,0.5,0,0,4.5,1,0.75,0
4,2,0,3,11,6,1,2,4,2,48,0,0,0.727272727,0.666666667,1,1,11,2,1,0
4,1,0,16,79,0,1,15,3,0,435,1,1,0,0.5,0,0,107.5,1,0.75,0
4,1,0,15,10,0,15,0,2,0.5,68,0.25,3,0,0.666666667,0,0,15,4,1.25,0
4,1,0,2,6,0,1,1,4,0.333333333,35,1,2,0,0.5,0,0,7.25,3,1.25,0
4,1,0,7,17,0,5,2,2,0.666666667,58,0.5,1,0,0.833333333,0,0,13,2,0.75,0
4,1,0,6,4,6,6,0,4,2,4,0,0,0,1,0,0,0,1,1,1
4,1,0,6,38,6,2,4,2,1,242,0,0,0,0.375,0,0,59.25,9,4.5,0
4,3,0,7,10,4,2,5,1,0.666666667,27,1,1,0.714285714,0.5,1,1,5.5,1,0.5,0
4,1,0,2,6,6,1,1,3,1,23,0,1,0,0.666666667,0,0,4.5,2,0.75,0
4,1,0,6,14,0,3,3,4,0.333333333,74,1,0,0,0.5,0,0,17,7,2.25,0
4,2,2,7,17,4,2,5,1,0.666666667,60,1,0,0.4,0.666666667,0,0,13.75,2,1.25,0
4,1,0,4,7,0,1,3,4,0.333333333,31,1,2,0,0.4375,0,0,6.25,2,1,0
4,1,0,22,12,6,22,0,3,2,72,0,0,0,0.375,0,0,17,2,1.5,0
4,1,0,2,6,0,1,1,4,0.333333333,35,1,2,0,0.5,0,0,7.25,3,1.25,0
4,1,3,7,5,0,7,0,4,1,32,0.25,0,0,0.5,0,0,6,1,0.5,0
4,3,0,2,8,6,2,0,4,1.333333333,21,1,0,1,0.666666667,0,0,4,0,0,0
4,1,0,2,8,4,0,2,4,0.666666667,24,1,1,0,0.5,0,0,4.75,1,0.75,0
4,1,2,10,10,6,2,8,4,2,27,0,0,0,0.375,0,0,5.75,1,0.75,0
4,1,0,24,104,0,2,22,3,0.333333333,763,1,2,0,0.375,0,0,189.25,1,0.75,0
4,1,0,5,9,0,4,1,4,0.333333333,34,1,1,0,0.5,0,0,7,1,0.75,0
5,1,0,8,26,0,1,7,4,0.625,127,1,2,0,0.314285714,0,0,23.6,4,1.6,0
5,1,1,26,11,0,24,2,5,0.375,41,1,1,0,0.466666667,0,0,6.8,1,0.8,0
5,1,1,6,6,0,5,1,5,0.5,32,1,1,0,0.466666667,0,0,5,1,0.8,0
5,1,0,14,21,0,11,3,5,0,75,1,0,0,0.4,0,0,13.8,2,1,0
5,3,0,4,9,2,1,3,5,0.85,61,0.8,0,0.777777778,0.333333333,0,0,10.2,1,0.8,0
5,6,0,6,24,2,0,0,5,0.625,88,1,0,0.963636364,0.7,2,2,16.2,1,0.8,0
5,5,0,6,15,10,3,3,5,2,48,0,0,1,0.5,0,0,8.6,0,0,0
5,1,1,3,13,4,1,2,5,0.5,48,1,0,0,0.4,0,0,8.4,3,1.2,0
5,2,2,6,14,2,2,4,4,0.75,60,1,2,0.75,0.333333333,0,0,10.2,1,0.8,0
5,1,0,13,30,4,3,10,3,0.25,149,1,1,0,0.5,0,0,28.6,5,1.8,0
5,1,0,7,26,4,1,6,3,0,158,1,0,0,0.525,0,0,30.2,4,1.8,0
5,2,0,10,44,0,3,7,5,0.5,305,1,2,0.833333333,0.6,1,1,59.4,1,0.8,1
5,1,0,6,17,10,4,2,4,2,112,0,0,0,0.25,0,0,21.4,3,1.6,0
5,1,0,2,22,8,1,1,5,0.5,97,1,0,0,0.4,0,0,18.2,1,0.6,0
5,1,0,3,6,6,0,3,5,0.75,24,1,2,0,0.466666667,0,0,3.4,1,0.8,0
5,1,4,7,8,8,4,3,4,0.5,34,1,0,0,0.8,0,0,5.6,3,1.2,0
5,1,0,1,22,10,1,0,3,1.25,103,1,0,0,0.2,0,0,19.2,2,1,0
5,1,0,2,6,2,1,1,5,0.75,36,1,0,0,0.6,0,0,5.4,1,0.8,1
5,5,0,4,18,8,1,0,4,0.875,76,1,0,0.98255814,0.625,2,2,13.8,3,1,0
5,1,0,11,14,4,8,3,3,0.5,72,1,1,0,0.25,0,0,13.2,1,0.6,0
5,1,0,5,56,0,1,4,5,0.75,334,1,0,0,0.342857143,0,0,65,11,3,0
5,1,0,8,5,10,8,0,5,2,5,0,0,0,0.7,0,0,0,1,1,0
5,1,0,9,20,2,3,6,5,0.625,89,1,1,0,0.533333333,0,0,16.4,2,1.2,0
5,2,0,4,21,0,0,4,4,0.166666667,144,1,0,0.666666667,0.533333333,1,1,27.2,5,2.4,0
5,1,0,7,23,0,5,2,5,0.583333333,105,1,1,0,0.533333333,0,0,19.4,3,1.2,0
5,2,3,5,9,0,3,2,5,0.25,34,1,0,0.571428571,0.533333333,1,1,5.6,1,0.6,0
5,2,0,17,6,6,15,2,5,0.75,25,1,0,0.818181818,0.4,0,0,3.6,1,0.8,0
5,1,0,13,31,8,2,11,4,0.625,140,0.5,1,0,0.342857143,0,0,26.6,1,0.8,0
5,3,0,3,15,10,1,2,4,2,50,0,0,0.785714286,0.5,0,0,9,1,0.6,0
5,1,0,16,65,10,1,16,4,2,598,0,0,0,0.3,0,0,118.6,2,1,0
6,1,2,3,7,3,2,1,4,0.6,36,1,0,0,0.444444444,0,0,4.666666667,1,0.6667,0
6,1,0,27,6,15,26,2,6,2,6,0,0,0,0.541666667,0,0,0,1,1,0
6,1,0,21,6,15,17,5,6,2,6,0,0,0,0.37037037,0,0,0,1,1,0
6,1,0,1,7,3,1,0,6,0.6,34,1,0,0,0.555555556,0,0,4.333333333,1,0.6667,0
6,2,0,6,36,0,1,0,5,0.3,165,1,0,0.583333333,0.5,1,2,26.16666667,3,1.8333,0
6,1,0,23,6,15,22,1,6,2,6,0,0,0,0.555555556,0,0,0,1,1,0
6,1,0,11,6,15,10,2,6,2,6,0,0,0,1,0,0,0,1,1,0
6,1,0,9,9,3,6,3,5,0.7,52,0.5,3,0,0.466666667,0,0,7,1,0.6667,0
6,2,0,3,9,9,2,1,6,0.4,40,1,0,0.791666667,0.666666667,1,8,5.5,2,1,0
6,1,0,3,14,7,2,2,6,0.5,63,1,1,0,0.4,0,0,9.166666667,2,1,0
6,1,0,6,13,0,3,3,6,0.4,55,1,1,0,0.458333333,0,0,7.833333333,2,1,0
6,4,0,8,23,0,0,0,6,0.4,143,1,0,0.930555556,0.666666667,1,1,22.5,1,0.8333,0
6,1,0,6,40,13,2,4,5,0.2,227,1,0,0,0.666666667,0,0,36.66666667,1,0.6667,0
6,1,0,11,13,0,10,2,6,0.4,44,1,1,0,0.444444444,0,0,6,1,0.8333,0
6,1,0,5,22,0,3,3,4,0.6,84,1,2,0,0.444444444,0,0,12.5,2,1,1
6,4,0,6,19,3,0,0,6,0.8,94,0.5,0,0.930555556,0.444444444,1,1,14,1,0.8333,0
6,2,2,2,19,0,2,0,4,0.3,86,1,0,0.772727273,0.366666667,0,0,13,3,1.1667,0
6,2,0,5,15,15,1,4,6,2,53,0,0,0.615384615,0.541666667,2,2,7.833333333,2,1.3333,0
7,1,0,2,13,0,1,1,7,0.694444444,86,1,0,0,0.571428571,0,0,10.42857143,1,0.8571,0
7,3,0,5,20,9,3,4,5,0.733333333,110,1,0,0.583333333,0.333333333,0,0,14,3,1,0
7,1,0,7,34,15,1,6,2,0.75,288,0.5,1,0,0.333333333,0,0,39.85714286,5,1.5714,0
7,6,0,3,22,21,0,0,7,2,68,0,0,0.967567568,0.857142857,1,1,8.714285714,3,1.1429,0
7,1,0,10,63,21,2,8,5,2,1034,0,0,0,0.285714286,0,0,146.7142857,10,4.8571,0
7,1,0,54,7,21,54,0,7,2,7,0,0,0,0.571428571,0,0,0,1,1,0
7,1,0,3,12,0,3,1,7,0.666666667,77,1,4,0,0.428571429,0,0,9.285714286,1,0.8571,0
7,4,0,7,27,0,0,0,7,0.611111111,147,1,0,0.917808219,0.357142857,0,0,19.57142857,1,0.8571,0
7,1,0,3,8,15,3,0,6,0.5,51,1,0,0,0.535714286,0,0,5.857142857,1,0.5714,0
7,4,0,2,20,21,1,1,7,2,67,0,0,0.910447761,0.571428571,2,2,8.571428571,2,1,0
7,2,0,12,24,0,2,0,6,0.541666667,122,1,0,0.76,0.333333333,1,8,15.85714286,3,1.1429,0
7,1,5,9,8,13,5,4,7,0.75,30,1,1,0,0.314285714,0,0,3,1,0.8571,0
7,1,0,10,44,19,4,7,4,0.916666667,348,0.5,0,0,0.354166667,0,0,48.42857143,1,0.7143,1
8,1,0,10,21,28,5,5,7,2,130,0,0,0,0.3125,0,0,15.25,5,2.625,0
8,1,0,12,29,0,7,5,8,0,126,1,1,0,0.416666667,0,0,14.625,1,0.875,0
8,2,0,6,32,20,0,6,4,0.5,221,1,0,0.461538462,0.4,0,0,26.375,5,2,0
8,1,0,32,104,8,4,29,3,0.80952381,955,1,2,0,0.3125,0,0,118,4,1.5,3
8,2,0,16,52,16,2,0,5,0.666666667,336,1,1,0.740740741,0.46875,1,1,40.625,2,1,0
8,1,5,6,22,6,5,1,6,0.761904762,145,1,0,0,0.541666667,0,0,16.375,2,1.125,0
8,1,0,3,35,20,2,1,4,0.80952381,303,1,0,0,0.357142857,0,0,36.5,4,1.25,1
8,1,0,2,13,14,2,0,6,0.571428571,69,1,0,0,0.625,0,0,7.375,3,1.25,0
8,1,0,8,8,28,3,5,8,2,8,0,0,0,0.458333333,0,0,0,1,1,0
